cino,date,from_court_no,from_judge,to_court_no,to_judge
BRSU110004532012,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU020021682019,2019-11-25,6,C.J.M-cum-Sub Judge-II,23,J.M.-1st Class
BRSU020021682019,2022-04-29,23,J.M.-1st Class,20,J.M. 1st Class
BRSU020021682019,2022-07-11,20,J.M. 1st Class,26,JM-cum-AM
BRSU020038402014,2019-05-23,16,ACJM-III-cum-Sub Judge-IV,15,J.M. 1st Class
BRSU020038402014,2022-06-29,15,J.M. 1st Class,25,JM-cum-AM
BRSU110001662009,2021-01-07,3,Munsif,5,Addl Chief Judicial Magistrate-II
BRSU110001662009,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU110004572012,2021-01-07,3,Munsif,5,Addl Chief Judicial Magistrate-II
BRSU110004572012,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU110002072014,2021-01-07,3,Munsif,5,Addl Chief Judicial Magistrate-II
BRSU110002072014,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU020016292019,2019-11-23,6,C.J.M-cum-Sub Judge-II,23,J.M.-1st Class
BRSU110000422007,2019-12-07,3,Munsif-cum-J.M. 1st Class,4,Judicial Magistrate 1st  Class-I
BRSU020037652015,2022-08-04,15,J.M. 1st Class,28,JM-cum-AM
BRSU110001332007,2021-01-07,3,Munsif,5,Addl Chief Judicial Magistrate-II
BRSU110001332007,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU020034332019,2020-05-12,6,C.J.M-cum-Sub Judge-II,23,J.M.-1st Class
BRSU020016202019,2019-09-04,NA,NA,7,Sub Judge-I-cum-ACJM
BRSU020016202019,2020-06-16,7,Sub Judge-I-cum-ACJM,19,ACJM - V
BRSU020037382015,2019-05-23,16,ACJM-III-cum-Sub Judge-IV,15,J.M. 1st Class
BRSU020037382015,2019-07-02,15,J.M. 1st Class,14,ACJM-II-cum-Sub Judge-III
BRSU020037382015,2019-09-13,NA,NA,15,J.M. 1st Class
BRSU110004842012,2021-01-07,3,Munsif,5,Addl Chief Judicial Magistrate-II
BRSU110004842012,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU110004512012,2021-01-07,3,Munsif,5,Addl Chief Judicial Magistrate-II
BRSU110004512012,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU020003272021,2021-08-06,6,C.J.M-cum-Sub Judge-II,19,ACJM - V
BRSU110001652009,2021-01-07,3,Munsif,5,Addl Chief Judicial Magistrate-II
BRSU110001652009,2021-11-01,5,Addl Chief Judicial Magistrate-II,6,J.M.-2nd Class
BRSU020037452015,2019-09-30,NA,NA,9,SDJM
BRSU020030192020,2021-08-06,6,C.J.M-cum-Sub Judge-II,19,ACJM - V
BRSU020007332021,2021-03-23,6,C.J.M-cum-Sub Judge-II,7,Sub Judge-I-cum-ACJM
BRSU020025742019,2019-09-04,6,C.J.M-cum-Sub Judge-II,21,ACJM-VI cum SubJudge-VII
BRJE010000652018,2018-05-09,1,District and Sessions Judge,3,Addl. District and Sessions Judge-I
BRJE010000682018,2018-05-09,1,District and Sessions Judge,3,Addl. District and Sessions Judge-I
BRJE020010602022,2022-11-18,11,Addl. Chief Judicial Magistrate -III,4,S.D.J.M.
BRJE020009772019,2022-09-19,1,Chief Judicial Magistrate,11,Addl. Chief Judicial Magistrate -III
BRJE020009772019,2022-11-23,11,Addl. Chief Judicial Magistrate -III,4,S.D.J.M.
BRJE010001862018,2018-05-14,1,District and Sessions Judge,3,Addl. District and Sessions Judge-I
BRJE110011002017,2020-07-03,1,Chief Judicial Magistrate,7,Addl. Chief Judicial Magistrate -III
BRJE110011002017,2022-11-28,7,Addl. Chief Judicial Magistrate -III,5,Judicial Magistrate 1st  Class-I
BRJE010003502018,2018-05-28,1,District and Sessions Judge,3,Addl. District and Sessions Judge-I
BRJE010001742018,2018-05-11,1,District and Sessions Judge,NA,NA
BRJE110007342016,2020-01-15,2,Addl. Chief Judicial Magistrate -I,7,Addl. Chief Judicial Magistrate -III
BRJE110007342016,2022-11-29,7,Addl. Chief Judicial Magistrate -III,4,S.D.J.M.
BRJE010012762019,2019-04-08,1,District and Sessions Judge,4,Addl. District and Sessions Judge-II
UPBU040159192018,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040159192018,2022-12-15,33,Addl. Civil Judge (JD) Court No.3,30,J.M. Ist
UPBU040142572019,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040142572019,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040109242016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109242016,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
BRLA020010792018,2019-09-30,1,CJM,13,SDJM
BRLA020010792018,2020-09-19,13,JM 1,4,SDJM
BRLA020004112021,2022-07-02,1,CJM,16,JM 1
BRLA020010732018,2019-08-27,1,CJM,15,JM-2nd Class
BRLA020010732018,2019-12-17,15,JM-2nd Class,16,JM 1
UPBU040109242016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040109242016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040159142018,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159142018,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040159142018,2022-12-15,33,Addl. Civil Judge (JD) Court No.3,30,J.M. Ist
UPBU040159462018,2019-10-05,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159462018,2022-06-01,30,J.M. Ist,36,Civil Judge (JD) Court No.1
UPBU040159462018,2022-07-01,36,Civil Judge (JD) Court No.1,30,J.M. Ist
UPBU040159462018,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040159462018,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040159242018,2019-11-27,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159242018,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040159202018,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159202018,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040159202018,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040032702019,2019-10-05,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040032702019,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040032702019,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040109262016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109262016,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040109262016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040109262016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040120232015,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040120232015,2019-11-20,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040120232015,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040109352016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109352016,2019-11-27,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040109352016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040043922016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040043922016,2019-11-27,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040043922016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040159222018,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159222018,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040159222018,2022-12-15,33,Addl. Civil Judge (JD) Court No.3,30,J.M. Ist
UPKN040175522018,2019-01-07,45,Metropolitan Magistrate - I,27,Chief Metropolitan Magistrate
UPKN040302142017,2019-08-06,45,Metropolitan Magistrate - I,27,Chief Metropolitan Magistrate
BRST020072622016,2022-09-21,16,IC Sub-Judge V Cum A.C.J.M.,36,J.M.Ist class
UPKN040175782018,2019-02-13,45,Metropolitan Magistrate - I,27,Chief Metropolitan Magistrate
BRST010010842015,2015-04-01,1,District and Sessions Judge,8,A.D.J. II
UPBU040137172017,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040137172017,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040137172017,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040137172017,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040109202016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109202016,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040109202016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040109202016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040159802018,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040007652015,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040007652015,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040007652015,2022-12-14,30,J.M. Ist,42,Addl Civil Judge (JD) Court No.9
UPBU040007652015,2022-12-15,42,Addl Civil Judge (JD) Court No.9,30,J.M. Ist
UPBU040109252016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109252016,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040109252016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040109252016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040109222016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109222016,2019-11-27,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040109222016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040109222016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040120322015,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040120322015,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040137182017,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040137182017,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040137182017,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040137182017,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040137742017,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040137742017,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040120242015,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040120242015,2019-11-27,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040120242015,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040109232016,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109232016,2019-11-27,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040109232016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040007672015,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040007672015,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040007672015,2022-12-14,30,J.M. Ist,42,Addl Civil Judge (JD) Court No.9
UPBU040007672015,2022-12-15,42,Addl Civil Judge (JD) Court No.9,30,J.M. Ist
UPBU040043902016,2018-03-13,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040043902016,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040043902016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040043902016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040141622017,2018-03-14,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040141622017,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040103822019,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040103822019,2022-12-15,33,Addl. Civil Judge (JD) Court No.3,30,J.M. Ist
UPBU040142582019,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040142582019,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040159812018,2019-11-26,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159812018,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040159792018,2019-07-24,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159792018,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040159792018,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040109212016,2018-03-13,30,J.M. Ist,23,A.C.J.M. Court No.2
UPBU040109212016,2019-11-26,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040109212016,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040109212016,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040159372018,2019-10-05,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159372018,2022-12-13,30,J.M. Ist,39,Addl Civil Judge (JD) Court No.7
UPBU040159372018,2022-12-15,39,Addl Civil Judge (JD) Court No.7,30,J.M. Ist
UPBU040159122018,2019-10-05,23,A.C.J.M. Court No.2,30,J.M. Ist
UPBU040159122018,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040159122018,2022-12-15,33,Addl. Civil Judge (JD) Court No.3,30,J.M. Ist
UPBU040140242017,2022-12-15,30,J.M. Ist,33,Addl. Civil Judge (JD) Court No.3
UPBU040140242017,2022-12-15,33,Addl. Civil Judge (JD) Court No.3,30,J.M. Ist
BRLA020022592015,2020-02-05,NA,NA,3,ACJM 2nd
BRLA020001552021,2021-02-12,1,CJM,13,JM 1
BRLA020001552021,2022-04-25,NA,NA,2,ACJM 1st
BRLA020001552021,2022-06-27,2,ACJM 1st,17,JM-2nd Class
BRLA020001552021,2022-07-12,17,JM-2nd Class,13,JM 1
BRLA020017202009,2022-03-10,1,CJM,19,JM-2nd Class
BRST110003592016,2022-01-22,2,IC Judicial Magistrate 1st,1,"S.D.J.M., Poopri"
BRST020023072014,2022-05-25,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST010056972020,2020-10-23,1,District and Sessions Judge,17,ADJ XI
BRST020013452009,2017-01-03,15,J.M. Ist class-cum-Addl. Munsif,21,IC Sub-Judge VII Cum A.C.J.M.
BRST020013452009,2017-12-19,21,IC Sub-Judge VII Cum A.C.J.M.,17,Sub-Judge VI Cum A.C.J.M.
BRST020013452009,2018-05-25,17,A.C.J.M. VI,24,J.M.Ist class
BRST020013452009,2018-06-19,24,J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020036202021,2022-08-31,18,IC Sub-Judge VII Cum A.C.J.M.,35,J.M.Ist class
BRST020007962008,2017-01-13,14,J.M. Ist class-cum-Addl. Munsif,19,Sub-Judge IV Cum A.C.J.M.
BRST020025702014,2022-05-26,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST020024902014,2017-02-23,14,J.M. Ist class-cum-Addl. Munsif,18,ACJM-cum-Sub Judge III
BRST020024902014,2017-05-26,18,ACJM-cum-Sub Judge III,23,J.M. Ist class-cum-Addl. Munsif
BRST020010862009,2017-04-15,11,J.M. Ist class-cum-Addl. Munsif,20,J.M.Ist class
BRST020010862009,2017-06-09,20,J.M.Ist class-cum-Addl.Munsif V,24,J.M.Ist class
BRST020010862009,2017-11-03,24,J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020010862009,2017-11-03,23,J.M. Ist class-cum-Addl. Munsif,8,"S.D.J.M., Sadar"
BRST110001712020,2022-07-27,2,IC Judicial Magistrate 1st,3,Judicial Magistrate 1st class Cum Addl. Munsif-I
BRST020093412017,2022-07-19,18,IC Sub-Judge VII Cum A.C.J.M.,39,J.M.Ist class
BRST020022402012,2022-05-26,5,C.J.M.-cum-Sub Judge-II-cum-A.S.J.-I,NA,NA
BRST010015582015,2015-04-25,1,District and Sessions Judge,2,A.D.J.-I-cum-Spl. Judge
BRST020018142011,2022-05-24,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST010036172016,2016-08-24,1,District and Sessions Judge,2,A.D.J.-I-cum-Spl. Judge
BRST010036172016,2019-01-24,2,A.D.J.-I-cum-Spl. Judge,11,A.D.J. V
BRST010036172016,2019-01-24,11,A.D.J. V,2,A.D.J.-I-cum-Spl. Judge
BRST010036172016,2019-05-24,2,A.D.J.-I-cum-Spl. Judge,11,A.D.J. V
BRST010036172016,2021-03-31,11,A.D.J. V,9,A.D.J. III
BRST010036172016,2021-07-06,9,A.D.J. III,11,A.D.J. V
BRST010036172016,2022-08-01,11,IC A.D.J. V,8,Exclusive Special Excise Court No- 01
BRST020018122015,2017-06-15,20,J.M.Ist class-cum-Addl.Munsif V,24,J.M.Ist class
BRST020018122015,2017-11-03,24,J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020018122015,2017-11-29,23,J.M. Ist class-cum-Addl. Munsif,6,A.C.J.M.-cum-Sub Judge-I-cum-A.S.J.-II
UPKN040043282018,2018-04-22,27,Chief Metropolitan Magistrate,69,Addl. Judge Small Causes Court - II
UPKN040043282018,2018-05-18,69,Addl. Judge Small Causes Court - II,27,Chief Metropolitan Magistrate
UPKN041006932022,2022-09-22,67,Civil Judge Jr. Div.  FTC,31,Addl.Chief Metropolitan Magistrate - I
UPKN040358552019,2022-03-25,29,Special Chief Judicial Magistrate,33,Addl.Chief Metropolitan Magistrate - III
UPKN040358552019,2022-12-01,33,Addl.Chief Metropolitan Magistrate - III,53,Metropolitan Magistrate - VI
UPKN040358552019,2022-12-13,53,Metropolitan Magistrate - VI,41,Addl.Chief Metropolitan Magistrate - VII
UPKN040252182015,2018-04-05,27,Chief Metropolitan Magistrate,52,Metropolitan Magistrate - II
UPKN040278312017,2017-05-18,27,Chief Metropolitan Magistrate,41,Addl.Chief Metropolitan Magistrate - VII
UPKN040278312017,2017-05-20,41,Addl.Chief Metropolitan Magistrate - VII,27,Chief Metropolitan Magistrate
UPKN040043262018,2018-04-22,27,Chief Metropolitan Magistrate,69,Addl. Judge Small Causes Court - II
UPKN040043262018,2018-05-18,69,Addl. Judge Small Causes Court - II,27,Chief Metropolitan Magistrate
UPKN040278342017,2017-05-18,27,Chief Metropolitan Magistrate,41,Addl.Chief Metropolitan Magistrate - VII
UPKN040278342017,2017-05-19,41,Addl.Chief Metropolitan Magistrate - VII,27,Chief Metropolitan Magistrate
UPFD040054952018,2022-08-22,12,Chief Judicial Magistrate(C.J.M.),30,"Civil Judge Junior Division FTC, Firozabad"
UPFD010071712016,2016-08-06,2,"Addl District &amp; Sessions Judge,  Court No.-8",11,"Addl District & Sessions Judge,  Court No.-9"
BRST110004642015,2022-05-17,2,IC Judicial Magistrate 1st,1,"S.D.J.M., Poopri"
BRST020021892012,2020-01-10,5,IC C.J.M.-cum-Sub Judge-II,17,Sub-Judge VI Cum A.C.J.M.
BRST010078562019,2019-12-06,1,District and Sessions Judge,2,A.D.J.-I-cum-Spl. Judge
BRST020023542015,2017-08-11,20,J.M.Ist class-cum-Addl.Munsif V,24,J.M.Ist class
BRST020023542015,2017-11-22,24,J.M.Ist class,16,Sub-Judge V Cum A.C.J.M.
BRST010023532021,2021-03-08,1,District and Sessions Judge,2,A.D.J.-I-cum-Spl. Judge
BRST020021932012,2020-01-29,5,IC C.J.M.-cum-Sub Judge-II,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020026422015,2017-02-23,14,J.M. Ist class-cum-Addl. Munsif,18,ACJM-cum-Sub Judge III
BRST020026422015,2017-05-26,18,ACJM-cum-Sub Judge III,23,J.M. Ist class-cum-Addl. Munsif
BRST020023372014,2019-12-20,19,Sub-Judge IV Cum A.C.J.M.,17,Sub-Judge VI Cum A.C.J.M.
BRST020009762018,2022-04-20,19,IC Sub-Judge-IV-Cum- ACJM,NA,NA
BRST020019612012,2020-01-29,5,IC C.J.M.-cum-Sub Judge-II,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020015642010,2017-01-03,15,J.M. Ist class-cum-Addl. Munsif,21,IC Sub-Judge VII Cum A.C.J.M.
BRST020015642010,2017-12-19,21,IC Sub-Judge VII Cum A.C.J.M.,16,Sub-Judge V Cum A.C.J.M.
BRST020015642010,2022-09-27,16,IC Sub-Judge V Cum A.C.J.M.,34,J.M. Ist class-cum-Addl. Munsif
BRST020014242014,2016-11-30,14,J.M.Ist class-cum-Addl.Munsif II,19,Sub-Judge IV Cum A.C.J.M.
BRST020014242014,2022-05-20,19,IC Sub-Judge-IV-Cum- ACJM,NA,NA
BRST020045512018,2019-08-05,5,C.J.M.-cum-Sub Judge-II-cum-A.S.J.-I,23,J.M. Ist class-cum-Addl. Munsif
BRST020045512018,2022-06-10,23,IC J.M.Ist class,32,J.M. Ist class-cum-Addl. Munsif
BRST010088752021,2021-10-28,1,District and Sessions Judge,11,A.D.J. V
BRST020067662019,2020-03-03,NA,NA,6,A.C.J.M.-cum-Sub Judge-I-cum-A.S.J.-II
BRST020065112016,2022-06-17,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST020028732015,2022-06-17,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST020020612012,2020-02-03,5,IC C.J.M.-cum-Sub Judge-II,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020028812015,2017-01-03,15,J.M. Ist class-cum-Addl. Munsif,21,IC Sub-Judge VII Cum A.C.J.M.
BRST020028812015,2017-09-18,21,IC Sub-Judge VII Cum A.C.J.M.,19,Sub-Judge IV Cum A.C.J.M.
BRST020007792007,2017-01-03,15,J.M. Ist class-cum-Addl. Munsif,21,IC Sub-Judge VII Cum A.C.J.M.
BRST020007792007,2017-09-11,21,IC Sub-Judge VII Cum A.C.J.M.,6,A.C.J.M.-cum-Sub Judge-I-cum-A.S.J.-II
BRST020027452015,2016-02-24,15,J.M.Ist class,16,Sub-Judge V Cum A.C.J.M.
BRST020009772018,2022-09-21,19,IC Sub-Judge-IV-Cum- ACJM,36,J.M.Ist class
BRST010070042021,2021-08-23,1,District and Sessions Judge,18,A.D.J. XII
BRST010015922016,2016-04-13,1,District and Sessions Judge,2,A.D.J.-I-cum-Spl. Judge
BRST010040192019,2019-07-06,1,District and Sessions Judge,13,A.D.J. VII
BRST010036742015,2015-09-02,1,District and Sessions Judge,8,A.D.J. II
BRST020017572017,2017-08-11,20,J.M.Ist class-cum-Addl.Munsif V,24,J.M.Ist class
BRST020017572017,2017-09-19,24,J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020017572017,2019-05-29,23,J.M. Ist class-cum-Addl. Munsif,20,J.M.Ist class
BRST020017572017,2019-11-14,20,IC J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020017572017,2020-02-04,23,J.M. Ist class-cum-Addl. Munsif,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020012152016,2018-05-25,17,A.C.J.M. VI,24,J.M.Ist class
BRST020012152016,2018-06-19,24,J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020012152016,2020-02-07,23,J.M. Ist class-cum-Addl. Munsif,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020012152016,2022-07-28,18,IC Sub-Judge VII Cum A.C.J.M.,39,J.M.Ist class
BRST020020812012,2020-01-10,5,IC C.J.M.-cum-Sub Judge-II,17,Sub-Judge VI Cum A.C.J.M.
BRST020019692012,2020-01-29,5,IC C.J.M.-cum-Sub Judge-II,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020019692012,2022-07-22,18,IC Sub-Judge VII Cum A.C.J.M.,39,J.M.Ist class
BRST020010892009,2016-12-13,11,J.M.Ist class-cum-Addl.Munsif III,23,J.M. Ist class-cum-Addl. Munsif
BRST020010892009,2019-05-22,23,J.M. Ist class-cum-Addl. Munsif,24,J.M.Ist class
BRST020065702016,2022-05-23,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST020016832014,2016-11-30,14,J.M.Ist class-cum-Addl.Munsif II,19,Sub-Judge IV Cum A.C.J.M.
BRST020016832014,2022-05-24,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST020020972014,2018-08-03,5,Criminal Proceeding,NA,DJ Division
BRST010047622015,2015-11-27,1,District and Sessions Judge,9,A.D.J. III
BRST020018282011,2020-01-24,5,IC C.J.M.-cum-Sub Judge-II,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020014452013,2015-07-16,11,J.M.Ist class-cum-Addl.Munsif III,15,J.M.Ist class
BRST020014452013,2017-01-03,15,J.M. Ist class-cum-Addl. Munsif,21,IC Sub-Judge VII Cum A.C.J.M.
BRST020014452013,2017-11-07,21,IC Sub-Judge VII Cum A.C.J.M.,6,A.C.J.M.-cum-Sub Judge-I-cum-A.S.J.-II
BRST020025582015,2017-05-05,6,Criminal Proceeding,NA,DJ Division
BRST020033382018,2020-11-06,5,C.J.M.-cum-Sub Judge-II-cum-A.S.J.-I,24,J.M.Ist class
BRST020024752014,2022-05-23,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST020004302016,2016-02-29,5,C.J.M.-cum-Sub Judge-II-cum-A.S.J.-I,17,Sub-Judge VI Cum A.C.J.M.
BRST020004302016,2018-05-25,17,A.C.J.M. VI,24,J.M.Ist class
BRST020004302016,2018-06-19,24,J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020004302016,2019-06-17,23,J.M. Ist class-cum-Addl. Munsif,20,J.M.Ist class
BRST020004302016,2019-11-11,20,IC J.M.Ist class,23,J.M. Ist class-cum-Addl. Munsif
BRST020022112012,2020-05-08,5,C.J.M.-cum-Sub Judge-II-cum-A.S.J.-I,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020022112012,2022-07-28,18,IC Sub-Judge VII Cum A.C.J.M.,39,J.M.Ist class
BRST110015882018,2022-05-19,2,IC Judicial Magistrate 1st,3,Judicial Magistrate 1st class Cum Addl. Munsif-I
BRST010025902020,2021-07-22,1,District and Sessions Judge,11,A.D.J. V
BRST020012772009,2020-02-12,5,IC C.J.M.-cum-Sub Judge-II,18,IC Sub-Judge VII Cum A.C.J.M.
BRST020012772009,2022-07-18,18,IC Sub-Judge VII Cum A.C.J.M.,39,J.M.Ist class
BRST020065032016,2022-06-20,19,IC Sub-Judge-IV-Cum- ACJM,34,J.M. Ist class-cum-Addl. Munsif
BRST020065032016,2022-06-21,34,J.M. Ist class-cum-Addl. Munsif,19,IC Sub-Judge-IV-Cum- ACJM
